物品名称	编号	说明
瀛月霸者之鞭	15611	瀛月霸者之鞭
极意圆月鞭	15612	极意圆月鞭
慧月天翔索	15613	慧月天翔索
鬼月击龙鞭	15614	鬼月击龙鞭
冥月紫霞鞭	15615	冥月紫霞鞭
浑沌邀月黑蛇鞭	15616	浑沌邀月黑蛇鞭
玄凰魔月妖鞭	15617	玄凰魔月妖鞭
红月匠神之鞭	15618	红月匠神之鞭
狂月幻魔鞭	15619	狂月幻魔鞭
天罡昊月荆棘鞭	15620	天罡昊月荆棘鞭
樱花村月软鞭	15621	樱花村月软鞭
霸体钢月鞭	15622	霸体钢月鞭
韬击灭月钢链	15623	韬击灭月钢链
无想祭月鞭	15624	无想祭月鞭
空明烙月禅鞭	15625	空明烙月禅鞭
飞翼划月鞭	15626	飞翼划月鞭
皓命月影鞭	15627	皓命月影鞭
图月荆棘鞭	15628	图月荆棘鞭
虚月侍卫鞭	15629	虚月侍卫鞭
三魂断月伏灵索	15630	三魂断月伏灵索
奔月柳鞭	15631	奔月柳鞭
	15632	
	15633	
(魔1)樱花村月软鞭	15651	(魔1)樱花村月软鞭
(魔1)霸体钢月鞭	15652	(魔1)霸体钢月鞭
(魔1)韬击灭月钢链	15653	(魔1)韬击灭月钢链
(魔1)无想祭月鞭	15654	(魔1)无想祭月鞭
(魔1)空明烙月禅鞭	15655	(魔1)空明烙月禅鞭
(魔1)飞翼划月鞭	15656	(魔1)飞翼划月鞭
(魔1)皓命月影鞭	15657	(魔1)皓命月影鞭
(魔1)图月荆棘鞭	15658	(魔1)图月荆棘鞭
(魔1)虚月侍卫鞭	15659	(魔1)虚月侍卫鞭
(魔1)三魂断月索	15660	(魔1)三魂断月索
(魔2)樱花村月软鞭	15661	(魔2)樱花村月软鞭
(魔2)霸体钢月鞭	15662	(魔2)霸体钢月鞭
(魔2)韬击灭月钢链	15663	(魔2)韬击灭月钢链
(魔2)无想祭月鞭	15664	(魔2)无想祭月鞭
(魔2)空明烙月禅鞭	15665	(魔2)空明烙月禅鞭
(魔2)飞翼划月鞭	15666	(魔2)飞翼划月鞭
(魔2)皓命月影鞭	15667	(魔2)皓命月影鞭
(魔2)图月荆棘鞭	15668	(魔2)图月荆棘鞭
(魔2)虚月侍卫鞭	15669	(魔2)虚月侍卫鞭
(魔2)三魂断月索	15670	(魔2)三魂断月索
(魔3)樱花村月软鞭	15671	(魔3)樱花村月软鞭
(魔3)霸体钢月鞭	15672	(魔3)霸体钢月鞭
(魔3)韬击灭月钢链	15673	(魔3)韬击灭月钢链
(魔3)无想祭月鞭	15674	(魔3)无想祭月鞭
(魔3)空明烙月禅鞭	15675	(魔3)空明烙月禅鞭
(魔3)飞翼划月鞭	15676	(魔3)飞翼划月鞭
(魔3)皓命月影鞭	15677	(魔3)皓命月影鞭
(魔3)图月荆棘鞭	15678	(魔3)图月荆棘鞭
(魔3)虚月侍卫鞭	15679	(魔3)虚月侍卫鞭
(魔3)三魂断月索	15680	(魔3)三魂断月索
(魔4)樱花村月软鞭	15681	(魔4)樱花村月软鞭
(魔4)霸体钢月鞭	15682	(魔4)霸体钢月鞭
(魔4)韬击灭月钢链	15683	(魔4)韬击灭月钢链
(魔4)无想祭月鞭	15684	(魔4)无想祭月鞭
(魔4)空明烙月禅鞭	15685	(魔4)空明烙月禅鞭
(魔4)飞翼划月鞭	15686	(魔4)飞翼划月鞭
(魔4)皓命月影鞭	15687	(魔4)皓命月影鞭
(魔4)图月荆棘鞭	15688	(魔4)图月荆棘鞭
(魔4)虚月侍卫鞭	15689	(魔4)虚月侍卫鞭
(魔4)三魂断月索	15690	(魔4)三魂断月索
(魔5)樱花村月软鞭	15691	(魔5)樱花村月软鞭
(魔5)霸体钢月鞭	15692	(魔5)霸体钢月鞭
(魔5)韬击灭月钢链	15693	(魔5)韬击灭月钢链
(魔5)无想祭月鞭	15694	(魔5)无想祭月鞭
(魔5)空明烙月禅鞭	15695	(魔5)空明烙月禅鞭
(魔5)飞翼划月鞭	15696	(魔5)飞翼划月鞭
(魔5)皓命月影鞭	15697	(魔5)皓命月影鞭
(魔5)图月荆棘鞭	15698	(魔5)图月荆棘鞭
(魔5)虚月侍卫鞭	15699	(魔5)虚月侍卫鞭
(魔5)三魂断月索	15700	(魔5)三魂断月索
辟星短鞭	15701	辟星短鞭
饮血幻星鞭	15702	饮血幻星鞭
古星魔谕之鞭	15703	古星魔谕之鞭
丈二击星长鞭	15704	丈二击星长鞭
星隐屠者之鞭	15705	星隐屠者之鞭
紫枭奕星鞭	15706	紫枭奕星鞭
寇星锁链鞭	15707	寇星锁链鞭
弒星蝴蝶鞭	15708	弒星蝴蝶鞭
无星无云鞭	15709	无星无云鞭
炼星开山铁鞭	15710	炼星开山铁鞭
瀛星霸者之鞭	15711	瀛星霸者之鞭
极意圆星鞭	15712	极意圆星鞭
慧星天翔索	15713	慧星天翔索
鬼星击龙鞭	15714	鬼星击龙鞭
冥星紫霞鞭	15715	冥星紫霞鞭
浑沌邀星黑蛇鞭	15716	浑沌邀星黑蛇鞭
玄凰魔星妖鞭	15717	玄凰魔星妖鞭
红星匠神之鞭	15718	红星匠神之鞭
狂星幻魔鞭	15719	狂星幻魔鞭
天罡昊星荆棘鞭	15720	天罡昊星荆棘鞭
樱花村星软鞭	15721	樱花村星软鞭
霸体钢星鞭	15722	霸体钢星鞭
韬击灭星钢链	15723	韬击灭星钢链
无想祭星鞭	15724	无想祭星鞭
空明烙星禅鞭	15725	空明烙星禅鞭
飞翼划星鞭	15726	飞翼划星鞭
皓命星影鞭	15727	皓命星影鞭
图星荆棘鞭	15728	图星荆棘鞭
隐星侍卫鞭	15729	隐星侍卫鞭
三魂断星伏灵索	15730	三魂断星伏灵索
	15731	
	15732	
	15733	
(魔1)樱花村星软鞭	15751	(魔1)樱花村星软鞭
(魔1)霸体钢星鞭	15752	(魔1)霸体钢星鞭
(魔1)韬击灭星钢链	15753	(魔1)韬击灭星钢链
(魔1)无想祭星鞭	15754	(魔1)无想祭星鞭
(魔1)空明烙星禅鞭	15755	(魔1)空明烙星禅鞭
(魔1)飞翼划星鞭	15756	(魔1)飞翼划星鞭
(魔1)皓命星影鞭	15757	(魔1)皓命星影鞭
(魔1)图星荆棘鞭	15758	(魔1)图星荆棘鞭
(魔1)隐星侍卫鞭	15759	(魔1)隐星侍卫鞭
(魔1)三魂断星索	15760	(魔1)三魂断星索
(魔2)樱花村星软鞭	15761	(魔2)樱花村星软鞭
(魔2)霸体钢星鞭	15762	(魔2)霸体钢星鞭
(魔2)韬击灭星钢链	15763	(魔2)韬击灭星钢链
(魔2)无想祭星鞭	15764	(魔2)无想祭星鞭
(魔2)空明烙星禅鞭	15765	(魔2)空明烙星禅鞭
(魔2)飞翼划星鞭	15766	(魔2)飞翼划星鞭
(魔2)皓命星影鞭	15767	(魔2)皓命星影鞭
(魔2)图星荆棘鞭	15768	(魔2)图星荆棘鞭
(魔2)隐星侍卫鞭	15769	(魔2)隐星侍卫鞭
(魔2)三魂断星索	15770	(魔2)三魂断星索
(魔3)樱花村星软鞭	15771	(魔3)樱花村星软鞭
(魔3)霸体钢星鞭	15772	(魔3)霸体钢星鞭
(魔3)韬击灭星钢链	15773	(魔3)韬击灭星钢链
(魔3)无想祭星鞭	15774	(魔3)无想祭星鞭
(魔3)空明烙星禅鞭	15775	(魔3)空明烙星禅鞭
(魔3)飞翼划星鞭	15776	(魔3)飞翼划星鞭
(魔3)皓命星影鞭	15777	(魔3)皓命星影鞭
(魔3)图星荆棘鞭	15778	(魔3)图星荆棘鞭
(魔3)隐星侍卫鞭	15779	(魔3)隐星侍卫鞭
(魔3)三魂断星索	15780	(魔3)三魂断星索
(魔4)樱花村星软鞭	15781	(魔4)樱花村星软鞭
(魔4)霸体钢星鞭	15782	(魔4)霸体钢星鞭
(魔4)韬击灭星钢链	15783	(魔4)韬击灭星钢链
(魔4)无想祭星鞭	15784	(魔4)无想祭星鞭
(魔4)空明烙星禅鞭	15785	(魔4)空明烙星禅鞭
(魔4)飞翼划星鞭	15786	(魔4)飞翼划星鞭
(魔4)皓命星影鞭	15787	(魔4)皓命星影鞭
(魔4)图星荆棘鞭	15788	(魔4)图星荆棘鞭
(魔4)隐星侍卫鞭	15789	(魔4)隐星侍卫鞭
(魔4)三魂断星索	15790	(魔4)三魂断星索
(魔5)樱花村星软鞭	15791	(魔5)樱花村星软鞭
(魔5)霸体钢星鞭	15792	(魔5)霸体钢星鞭
(魔5)韬击灭星钢链	15793	(魔5)韬击灭星钢链
(魔5)无想祭星鞭	15794	(魔5)无想祭星鞭
(魔5)空明烙星禅鞭	15795	(魔5)空明烙星禅鞭
(魔5)飞翼划星鞭	15796	(魔5)飞翼划星鞭
(魔5)皓命星影鞭	15797	(魔5)皓命星影鞭
(魔5)图星荆棘鞭	15798	(魔5)图星荆棘鞭
(魔5)隐星侍卫鞭	15799	(魔5)隐星侍卫鞭
(魔5)三魂断星索	15800	(魔5)三魂断星索
(精六)金龙鞭	15801	以金属制成的软鞭,约有二丈二,平时可缠于腰间,便于携带,表层以黄铜混金而成,故曰金龙鞭。
(精六)蝎尾鞭	15802	赤铁打成的钢鞭，质亦软硬鞭之间，鞭尾生钩刺，刺为倒生。刺上有毒，须本门解药方能解之。
(精六)毒龙鞭(银)	15803	以钢片编制而成的四丈长鞭,外层包以银皮,状若龙鳞,故曰毒龙鞭,鞭首呈幼龙龙首之形,除增强打击力外,更可喂毒
(精七)金龙鞭	15804	以金属制成的软鞭,约有二丈二,平时可缠于腰间,便于携带,表层以黄铜混金而成,故曰金龙鞭。
(精七)蝎尾鞭	15805	赤铁打成的钢鞭，质亦软硬鞭之间，鞭尾生钩刺，刺为倒生。刺上有毒，须本门解药方能解之。
(精七)毒龙鞭(银)	15806	以钢片编制而成的四丈长鞭,外层包以银皮,状若龙鳞,故曰毒龙鞭,鞭首呈幼龙龙首之形,除增强打击力外,更可喂毒
(精八)金龙鞭	15807	以金属制成的软鞭,约有二丈二,平时可缠于腰间,便于携带,表层以黄铜混金而成,故曰金龙鞭。
(精八)蝎尾鞭	15808	赤铁打成的钢鞭，质亦软硬鞭之间，鞭尾生钩刺，刺为倒生。刺上有毒，须本门解药方能解之。
(精八)毒龙鞭(银)	15809	以钢片编制而成的四丈长鞭,外层包以银皮,状若龙鳞,故曰毒龙鞭,鞭首呈幼龙龙首之形,除增强打击力外,更可喂毒
(精九)金龙鞭	15810	以金属制成的软鞭,约有二丈二,平时可缠于腰间,便于携带,表层以黄铜混金而成,故曰金龙鞭。
(精九)蝎尾鞭	15811	赤铁打成的钢鞭，质亦软硬鞭之间，鞭尾生钩刺，刺为倒生。刺上有毒，须本门解药方能解之。
(精九)毒龙鞭(银)	15812	以钢片编制而成的四丈长鞭,外层包以银皮,状若龙鳞,故曰毒龙鞭,鞭首呈幼龙龙首之形,除增强打击力外,更可喂毒
(精十)金龙鞭	15813	以金属制成的软鞭,约有二丈二,平时可缠于腰间,便于携带,表层以黄铜混金而成,故曰金龙鞭。
(精十)蝎尾鞭	15814	赤铁打成的钢鞭，质亦软硬鞭之间，鞭尾生钩刺，刺为倒生。刺上有毒，须本门解药方能解之。
(精十)毒龙鞭(银)	15815	以钢片编制而成的四丈长鞭,外层包以银皮,状若龙鳞,故曰毒龙鞭,鞭首呈幼龙龙首之形,除增强打击力外,更可喂毒
(精六)软虹蛛索	15816	（强化）软虹蛛索
(精六)毒龙鞭	15817	（强化）毒龙鞭
(精七)软虹蛛索	15818	（强化）软虹蛛索
(精七)毒龙鞭	15819	（强化）毒龙鞭
(精八)软虹蛛索	15820	（强化）软虹蛛索
(精八)毒龙鞭	15821	（强化）毒龙鞭
(精九)软虹蛛索	15822	（强化）软虹蛛索
(精九)毒龙鞭	15823	（强化）毒龙鞭
(精十)软虹蛛索	15824	（强化）软虹蛛索
(精十)毒龙鞭	15825	（强化）毒龙鞭
	15826	
	15827	
养成武器	15901	透过使用者的用心，可使本身的属性往上提升。
养成武器	15902	透过使用者的用心，可使本身的属性往上提升。
养成武器	15903	透过使用者的用心，可使本身的属性往上提升。
养成武器	15904	透过使用者的用心，可使本身的属性往上提升。
养成武器	15905	透过使用者的用心，可使本身的属性往上提升。
养成武器	15906	透过使用者的用心，可使本身的属性往上提升。
	15907	
	15908	
弹弓	16001	以木胎羊肠构成的手持打石弓,大小约仅有五寸不足.为手臂无力,无法发暗器之人的良伴.
金钱镖	16002	将一般的铜钱视为暗器来击打,是最为常见的暗器之一
飞蝗石	16003	最寻常不过的暗器,充其量不过只是长形薄状的石块.但打击效果相当好
铁菱	16004	金属打造的暗器,以四个锥形物所组成
枣核钉	16005	以枣核当暗器
铁莲子	16006	莲子状的金属物,一端有尖状的突起.侧面多刻有一痕.多用来击打人身要穴
青蜂钉	16007	极细的钉形暗器，多设以青色,于夜间射出时不易被发现
袖箭	16008	长约四至五寸的短箭,可以手掷出,或以机关发射.多可隐藏于袖中
穿心钉	16009	约寸余长的金属三角锥,施打时须较大的力量,打中对手后可直透入骨。
飞刀	16010	三寸长的二面小刀,刀尾系有刀彩.用来飞掷于人身.
回龙壁	16011	丢出去会飞回来的古怪暗器
飞燕银梭	16012	状如织布时所用的梭子,射出后会展开如燕子翅膀一般的刀刃.
无影银针	16013	细如毫毛的钢针,专钉于骨结之处,深入骨中,须以特殊手法才能拔除
芙蓉金针	16014	武当派特有的细针暗器,必须要用磁石才能吸出。
甩手箭	16015	暗器的一种
玉蜂针	16016	细如毫毛的金针,以金钢混锻而成.针上喂有玉蜂之蜂毒。
冰魄银针	16017	约三寸长的喂毒银针,针体黑亮,毒性阴寒。
琵琶钉	16018	钉上都是倒刺，射入肉里犹如生根
牛毛针	16019	金属制的二寸钉，针头为一圆环，专打人七个要穴。
生死符	16020	以水化冰而成的细小薄片，激以内力射入敌人体中，固锁敌之经络脉穴，可使对手求生不得求死不能。须要学会天山六阳掌方能制造、使用。
蛇焰箭	16021	射出时会发出绿焰以扰敌
含沙射影	16022	以弹簧、机关组合而成的暗器盒，可以不举手、不弯腰，便射出，教人防无可防。
金蛇锥	16023	与金蛇剑为相生兵刃，同以黄金混以其他金属铸打而成，锥如蛇状，含有剧毒，不必再喂。
鱼镖	16024	鱼形、银质、三吋长短
毒蟾砂	16025	以蟾毒混以其他毒物制成，装在铁筒机关之中，勾动机关便即射出。
背弩	16026	改良过的小形弓，背负于背中，机关连接在腰间，可在敌手不经易之间射出。攻其不备。
蚊须针	16027	细若蚊吻的细针暗器，施打不易，须要很长的时间来进行学习。
蛇头锥	16028	锥头有如蛇头一般呈凌形，是锥型暗器中的一项独门，打入肉中不易取出，造成的创口相当大。
极乐刺	16029	小形的暗器，使中器者不知不觉
黑血神针	16030	日月神教独有的针形暗器，针身黑赤，带有独门剧毒。
铁菩提	16031	金属制的暗器，状如菩提树的果实。是一种较不常见的类型。
毒龙锥	16032	天龙门暗器
金针	16033	金针
	16034	
	16035	
	16036	
	16037	
	16038	
	16039	
	16040	
	16041	
	16042	
	16043	
	16044	
	16045	
	16046	
	16047	
	16048	
	16049	
弓	16050	弓
弩	16051	弩
	16052	
	16053	
冰桧树木	16101	冰桧树木
冰樟树木	16102	冰樟树木
冰杉树木	16103	冰杉树木
冰松树木	16104	冰松树木
冰相思树木	16105	冰相思树木
	16106	
	16107	
	16108	
	16109	
	16110	
冰桧炭	16111	冰桧炭
冰樟炭	16112	冰樟炭
冰杉炭	16113	冰杉炭
冰松炭	16114	冰松炭
冰相思炭	16115	冰相思炭
	16116	
	16117	
	16118	
	16119	
	16120	
冰心麻种子	16121	冰心麻种子
冰心棉种子	16122	冰心棉种子
天冰麻种子	16123	天冰麻种子
天冰棉种子	16124	天冰棉种子
坚冰棉种子	16125	坚冰棉种子
	16126	
	16127	
	16128	
	16129	
	16130	
坚冰棉	16131	坚冰棉
天冰棉	16132	天冰棉
天冰麻	16133	天冰麻
冰心棉	16134	冰心棉
冰心麻	16135	冰心麻
	16136	
	16137	
	16138	
	16139	
	16140	
冰心麻线轴	16141	冰心麻线轴
冰心棉线轴	16142	冰心棉线轴
天冰麻线轴	16143	天冰麻线轴
天冰棉线轴	16144	天冰棉线轴
坚冰棉线轴	16145	坚冰棉线轴
	16146	
	16147	
	16148	
	16149	
	16150	
冰心麻布	16151	冰心麻布
冰心棉布	16152	冰心棉布
天冰麻布	16153	天冰麻布
天冰棉布	16154	天冰棉布
坚冰棉布	16155	坚冰棉布
	16156	
	16157	
	16158	
	16159	
	16160	
冰天石	16161	冰天石
冰地石	16162	冰地石
冰玄石	16163	冰玄石
冰皇石	16164	冰皇石
冰霜石	16165	冰霜石
	16166	
	16167	
	16168	
	16169	
	16170	
冰天矿	16171	冰天矿
冰地矿	16172	冰地矿
冰玄矿	16173	冰玄矿
冰皇矿	16174	冰皇矿
冰霜矿	16175	冰霜矿
	16176	
	16177	
	16178	
	16179	
	16180	
冰天钻	16181	冰天钻
冰地钻	16182	冰地钻
冰玄钻	16183	冰玄钻
冰皇钻	16184	冰皇钻
冰霜钻	16185	冰霜钻
	16186	
	16187	
	16188	
	16189	
	16190	
冰晶鱼	16191	冰晶鱼
冰寒鱼	16192	冰寒鱼
寒晶鱼	16193	寒晶鱼
寒鲔鱼	16194	寒鲔鱼
寒鳕鱼	16195	寒鳕鱼
	16196	
	16197	
	16198	
	16199	
	16200	
兆花鱼	16201	兆花鱼
亿花鱼	16202	亿花鱼
万花鱼	16203	万花鱼
千花鱼	16204	千花鱼
百花鱼	16205	百花鱼
	16206	
	16207	
	16208	
	16209	
	16210	
兆花鱼肉	16211	兆花鱼肉
亿花鱼肉	16212	亿花鱼肉
万花鱼肉	16213	万花鱼肉
千花鱼肉	16214	千花鱼肉
百花鱼肉	16215	百花鱼肉
	16216	
	16217	
	16218	
	16219	
	16220	
冰晶鱼翅	16221	冰晶鱼翅
冰寒鱼骨	16222	冰寒鱼骨
寒晶鱼鳍	16223	寒晶鱼鳍
寒鲔鱼翅	16224	寒鲔鱼翅
寒鳕鱼麟	16225	寒鳕鱼麟
	16226	
	16227	
	16228	
	16229	
	16230	
疯狂猩猩尸体	16231	疯狂猩猩尸体
双头蛇尸体	16232	双头蛇尸体
独角兽尸体	16233	独角兽尸体
狮龙尸体	16234	狮龙尸体
凤凰尸体	16235	凤凰尸体
	16236	
	16237	
	16238	
	16239	
	16240	
凤凰血	16241	凤凰血
狮龙肉	16242	狮龙肉
独角兽角	16243	独角兽角
双头蛇内丹	16244	双头蛇内丹
疯狂猩猩脑	16245	疯狂猩猩脑
	16246	
	16247	
	16248	
	16249	
	16250	
吸血蝙蝠尸体	16251	吸血蝙蝠尸体
独角虫怪尸体	16252	独角虫怪尸体
螳螂怪尸体	16253	螳螂怪尸体
牛头人尸体	16254	牛头人尸体
异形尸体	16255	异形尸体
	16256	
	16257	
	16258	
	16259	
	16260	
异形皮	16261	异形皮
牛头人皮	16262	牛头人皮
螳螂怪翅膀	16263	螳螂怪翅膀
独角虫甲	16264	独角虫甲
吸血蝙蝠翼	16265	吸血蝙蝠翼
	16266	
	16267	
	16268	
	16269	
	16270	
异形皮革	16271	异形皮革
牛头人皮革	16272	牛头人皮革
螳螂怪翅革	16273	螳螂怪翅革
独角虫怪甲革	16274	独角虫怪甲革
吸血蝙蝠翼革	16275	吸血蝙蝠翼革
	16276	
	16277	
	16278	
	16279	
	16280	
	16281	
	16282	
	16283	
	16284	
	16285	
日冰合成钻	16286	日冰合成钻
月冰合成钻	16287	月冰合成钻
星冰合成钻	16288	星冰合成钻
日冰合成晶	16289	日冰合成晶
月冰合成晶	16290	月冰合成晶
星冰合成晶	16291	星冰合成晶
千年刀精石	16292	千年刀精石
千年剑精石	16293	千年剑精石
千年枪精石	16294	千年枪精石
千年棍精石	16295	千年棍精石
千年鞭精石	16296	千年鞭精石
千年爪精石	16297	千年爪精石
万寿无疆	16298	万寿无疆
日月无光	16299	日月无光
大地回春	16300	大地回春
风云际会	16301	风云际会
滴水穿石	16302	滴水穿石
怒火燎原	16303	怒火燎原
黯淡无光	16304	黯淡无光
得道晶	16305	得道晶
附魔石	16306	附魔石
冰系武器修复晶	16307	冰系武器修复晶
冰系防具修复晶	16308	冰系防具修复晶
冰系饰品修复晶	16309	冰系饰品修复晶
日冰武器修复晶	16310	日冰武器修复晶
月冰武器修复晶	16311	月冰武器修复晶
星冰武器修复晶	16312	星冰武器修复晶
日冰防具修复晶	16313	日冰防具修复晶
月冰防具修复晶	16314	月冰防具修复晶
星冰防具修复晶	16315	星冰防具修复晶
日冰饰品修复晶	16316	日冰饰品修复晶
月冰饰品修复晶	16317	月冰饰品修复晶
星冰饰品修复晶	16318	星冰饰品修复晶
	16319	
纯钢短枪	17001	长二尺的棒上接着戟头，较一般军用的戟来得小了许多，合于随身携行。
镔铁点钢钻	17002	约二尺半的的铁钻(一对),以白铁铸打而成,并在钻头以精钢点打,加强其硬度及强度.
判官笔	17003	打穴笔的一种,判官笔较一般的打穴笔为粗,且长,笔毛为金属所制的造形物,而非真的可以拿来写字的笔毛
金笛	17004	约二尺长的铜笛,表面打有金箔,通常当打穴笔用.笛身中空,可吹打飞箭.
峨眉钢刺	17005	造形特别的钢制短刺,为峨眉派特有的兵刃之一,易于随身携带
短柄三股钢叉	17006	钢制的三尖叉,叉柄上套有三个铜环,柄短.
铁骨扇	17007	扇骨以金属制成的扇子,可以施展打穴笔的招式.
铁骨扇(毒)	17008	扇骨以金属制成的扇子,可以施展打穴笔的招式.且暗藏有机关,可以喷出毒雾。
铁骨扇(针)	17009	扇骨以金属制成的扇子,可以施展打穴笔的招式.且暗藏机关.可射出针状的暗器。
铁箫	17010	铁制的洞箫,可以用来当打穴笔或短棍使用的兵器
镔铁短戟	17011	以白铁打成的戟,柄仅有一尺余.使来与短斧相似.变化却较多.
